name,sku,subtitle,description,category1,category2,category3,image,ribbon,ribbonColor,weight,price,recommended_price,quantity,enabled,taxClassCode,shipping_freight,fixed_shipping_rate_only,shippingType,shippingMethodMarkup,shippingFlatRate,shippingDisabledMethods,shippingEnabledMethods,upc,brand,seo_title,seo_description,product_url,product_id
Fluvium Abstract 2 in 1 Shorts,"00038",,"<p><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;""><strong><span style=""color: rgb(31, 73, 125);"">De</span></strong></span></span></u><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;""><strong><span style=""color: rgb(31, 73, 125);"">tails</span></strong></span></span></u></p><ul><li>There's an artist in all of us. The <em>Fluvium Abstract Rash Guard</em> is developed and designed by passionate artists in the hope of awakening the artist in you. Whether you choose to wear the rashguard to train jiu jitsu, MMA, surf or even head to the gym to lift some weights, we hope by adorning the rashguard, you are inspired to step outside your comfort zone to try new moves, techniques or use new methods. <i><em></em></i></li><li><i>There's an artist in all of us <em>and only by digging deep and accessing that part of you can you truly lead a fulfilling, creative life.</em></i></li></ul><p><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;""><strong><span style=""color: rgb(31, 73, 125);"">Features</span></strong></span></span></u></p><p><strong><span style=""color: rgb(31, 73, 125);""></span></strong></p><ul><li>An ergonomic design constructed for comfort &amp; motion. A combination of 2 high quality materials merged into one single product. A polyester / elastance combination performance Innerwear on the inside combined with the ultra light Training shorts on the Outside.</li><li>The compression performance Innerwear provides a higher rate of delivery of oxygen to active muscle groups while you work out which in turn reduces the lactic acid build up in turn allowing the muscles to train longer and harder without the onset of fatigue.</li><li>Sublimated Print that will never crack, peel or fade</li><li><span style=""color: rgb(192, 80, 77);""><strong>MADE IN INDIA</strong></span></li></ul><p><br></p>",Fight Gear / Jiu Jitsu / No Gi,Surf Gear,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1207914180.jpg,,,0.00,1 349.0,,48,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,"There's an artist in all of us. The Fluvium Abstract 2 in 1 Shorts is developed and designed by passionate artists in the hope of awakening the artist in you. Whether you choose to wear the shorts to train jiu jitsu, MMA, surf or even head to the gym to lift some weights, we hope you are inspired to step outside your comfort zone to try new moves, techniques or use new methods.",https://fluviumwear.com/#!/Fluvium-Abstract-2-in-1-Shorts/p/160433102,160433102
Fluvium Abstract: Full Sleeve Rashguard,"00033",,"<p><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;""><strong><span style=""color: rgb(31, 73, 125);"">Details</span></strong></span></span></u></p><ul><li>There's an artist in all of us. The <em>Fluvium Abstract Rash Guard</em> is developed and designed by passionate artists in the hope of awakening the artist in you. Whether you choose to wear the rashguard to train jiu jitsu, MMA, surf or even head to the gym to lift some weights, we hope by adorning the rashguard, you are inspired to step outside your comfort zone to try new moves, techniques or use new methods. <i><em></em></i></li><li><i>There's an artist in all of us <em>and only by digging deep and accessing that part of you can you truly lead a fulfilling, creative life.</em></i></li></ul><p><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;""><strong><span style=""color: rgb(31, 73, 125);"">Features</span></strong></span></span></u></p><p><strong><span style=""color: rgb(31, 73, 125);""></span></strong></p><ul><li>An ergonomic design constructed for comfort & motion.</li><li>Quick dry and rash protection to facilitate movement, be it while rolling, surfing or sparring.</li><li>Finished with a long fit to prevent the rashguard from riding up</li><li>80% Polyester 20% Spandex</li><li>Antimicrobial</li><li>Sublimated Print that will never crack, peel or fade</li><li><span style=""color: rgb(192, 80, 77);""><strong>MADE IN INDIA</strong></span></li></ul><p><br></p>",Fight Gear / MMA,Fight Gear / Jiu Jitsu / No Gi,Surf Gear,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1207913480.jpg,,,0.00,1 749.0,,48,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,Fluvium Abstract : Full Sleeve Rashguard,"The Fluvium Abstract full sleeve Rash Guard is developed and designed by passionate artists in the hope of awakening the artist in you. Whether you choose to wear the rashguard to train jiu jitsu, MMA, surf or even head to the gym to lift some weights, we hope you are inspired to step outside your comfort zone to try new moves, techniques or use new methods.",https://fluviumwear.com/#!/Fluvium-Abstract-Full-Sleeve-Rashguard/p/160435800,160435800
Fluvium Abstract: Half Sleeve Rashguard,"00028",,"<p><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;""><strong><span style=""color: rgb(31, 73, 125);"">Details</span></strong></span></span></u></p><ul><li>There's an artist in all of us. The <em>Fluvium Abstract Rash Guard</em> is developed and designed by passionate artists in the hope of awakening the artist in you. Whether you choose to wear the rashguard to train jiu jitsu, MMA, surf or even head to the gym to lift some weights, we hope by adorning the rashguard, you are inspired to step outside your comfort zone to try new moves, techniques or use new methods. <i><em></em></i></li><li><i>There's an artist in all of us <em>and only by digging deep and accessing that part of you can you truly lead a fulfilling, creative life.</em></i></li></ul><p><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;""><strong><span style=""color: rgb(31, 73, 125);"">Features</span></strong></span></span></u></p><p><strong><span style=""color: rgb(31, 73, 125);""></span></strong></p><ul><li>An ergonomic design constructed for comfort & motion.</li><li>Quick dry and rash protection to facilitate movement, be it while rolling, surfing or sparring.</li><li>Finished with a long fit to prevent the rashguard from riding up</li><li>80% Polyester 20% Spandex</li><li>Antimicrobial</li><li>Sublimated Print that will never crack, peel or fade</li><li><span style=""color: rgb(192, 80, 77);""><strong>MADE IN INDIA</strong></span></li></ul><p><br></p>",Fight Gear / MMA,Fight Gear / Jiu Jitsu / No Gi,Surf Gear,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1207915116.jpg,,,0.00,1 449.0,,48,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,Fluvium Abstract: Half Sleeve Rashguard,"The Fluvium Abstract half sleeve Rash Guard is developed and designed by passionate artists in the hope of awakening the artist in you. Whether you choose to wear the rashguard to train jiu jitsu, MMA, surf, swim or even head to the gym to lift some weights, we hope you are inspired to step outside your comfort zone to try new moves, techniques or use new methods.",https://fluviumwear.com/#!/Fluvium-Abstract-Half-Sleeve-Rashguard/p/160433065,160433065
Fluvium Amateur Leather Shin Pads | White & Blue,"23369",,"<p><strong><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""><u>Details</u></span></span></u></strong><br></p><p style=""text-align: justify;"">The <strong><em>Fluvium Crisp White Leather Shin Guards </em></strong>provide maximum protection of the shin & ankle, even during your most powerful kicks, with a high density foam and specific reinforcements placed at each joint. The <em><strong>Fluvium Crisp White Leather Shin Pads</strong></em> have a Velcro closure system that provides superior wrist support maximizing the power of strikes and prevention of injuries. With a curved shape that conforms to your leg, these shin guards give you a better fit for a powerful kick. Made with great attention to detail, these gloves are sure to last through the toughest of battles.</p><p style=""text-align: justify;""><strong><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;"">Features</span></span></u></strong></p><p style=""text-align: justify;""><strong><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""></span></span></u></strong></p><ul><li>Premium leather along with superior pads construction increases durability and functionality.</li><li>Features curved anatomical grip, reinforced seaming around the leg & padding.</li><li>Articulated ridges for ease of movement.</li><li>The attention to detail and craftsmanship guarantees a shin guard as durable and resilient as the athletes who use it.</li><li>These martial arts shin guards are pre-curved, flexible and lightweight for optimal mobility with a secure fit.</li></ul>",Fight Gear / MMA,,,,,,0.00,2 950.0,,5,no,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,"Fluvium Crisp White Leather Muay Thai, MMA & Kick Boxing Shin Guards","The Fluvium Crisp White Leather Shin Guards provide maximum protection of the shin & ankle, even during your most powerful kicks, with a high density foam and specific reinforcements placed at each joint. The Fluvium Crisp White Leather Shin Pads have a Velcro closure system that provides superior wrist support maximizing the power of strikes and prevention of injuries.",https://fluviumwear.com/#!/Fluvium-Amateur-Leather-Shin-Pads-White-&-Blue/p/623025269,623025269
Fluvium Amateur Premium Synthetic Leather Boxing Gloves (Gold & White) | 10Oz & 12Oz,"23328",,"<p><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""><u><strong>Details</strong></u></span></span></u></p><p>The <em>Fluvium Amateur Premium Synthetic Leather Boxing Gloves</em> has been designed to facilitate the training of a boxing enthusiast in the early stages of his/her career. Designed to protect the knuckles and wrist, these gloves can be the perfect starting point for your boxing career. </p><p><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""><strong>Features</strong></span></span></u></p><p><u><span style=""color: rgb(31, 73, 125);""></span></u></p><ul><li>PERFECT DESIGN – Comes in new improved Anatomically curved design for the perfect grip and fit, ideal for sparring, heavy bag workouts, and mitt work. Anti-microbial treatment fights offensive odors and bacterial growth. These Gloves easily fit snug over your hand wraps close via the adjustable straps, ensuring that your gloves won’t shift and fall out of fitment during your training, match & competitions.  </li><li>PREMIUM MATERIAL – These Gloves are made with Premium Synthetic Leather along with superior construction for long-lasting durability and functionality. The double stitched seams provide extra sturdiness and reinforced resilience.  </li><li>MESH PALM – The palm of the glove is fitted with a full mesh ensures breathability and comfort that helps to keep the hand ventilated and cool. Our natural curve and grip bar design give comfortable grip to your fist. Breathable mesh hole allows your hand to ventilate sweat and keep dry. And unique cool pattern design adds cooler style and enables you to easily stand out from others.  </li><li>HOOK AND LOOP STRAP – A quick hook and loop wide strap features an easy and fastening solution which secures the glove in place. With this closure support there is never a concern or risk for imbalanced wrist alignment. Additionally, this strap allows a bit more wrist movement, and keeps your wrists aligned while striking.  </li><li>BEST PROTECTION – These gloves comes with an attached thumb for safety to help prevent eye and thumb injuries and 2 inches of latex foam padding to protect your fists without compromising on comfort. Improve your progress as a boxer with shock protecting foam <br>padding.  </li><li>MADE IN INDIA</li></ul>",Fight Gear / Boxing,Fight Gear / MMA,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/3353568896.jpg,,,0.00,1 595.0,,13,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,,https://fluviumwear.com/#!/Fluvium-Amateur-Premium-Synthetic-Leather-Boxing-Gloves-Gold-&-White-10Oz-&-12Oz/p/513677536,513677536
Fluvium Amateur Premium Synthetic Leather Boxing Gloves | 10Oz & 12Oz,"23316",,"<p><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""><u><strong>Details</strong></u></span></span></u></p><p>The <em>Fluvium Amateur Premium Synthetic Leather Boxing Gloves</em> has been designed to facilitate the training of a boxing enthusiast in the early stages of his/her career. Designed to protect the knuckles and wrist, these gloves can be the perfect starting point for your boxing career. </p><p><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""><strong>Features</strong></span></span></u></p><p><u><span style=""color: rgb(31, 73, 125);""></span></u></p><ul><li>PERFECT DESIGN – Comes in new improved Anatomically curved design for the perfect grip and fit, ideal for sparring, heavy bag workouts, and mitt work. Anti-microbial treatment fights offensive odors and bacterial growth. These Gloves easily fit snug over your hand wraps close via the adjustable straps, ensuring that your gloves won’t shift and fall out of fitment during your training, match & competitions.  </li><li>PREMIUM MATERIAL – These Gloves are made with Premium Synthetic Leather along with superior construction for long-lasting durability and functionality. The double stitched seams provide extra sturdiness and reinforced resilience.  </li><li>MESH PALM – The palm of the glove is fitted with a full mesh ensures breathability and comfort that helps to keep the hand ventilated and cool. Our natural curve and grip bar design give comfortable grip to your fist. Breathable mesh hole allows your hand to ventilate sweat and keep dry. And unique cool pattern design adds cooler style and enables you to easily stand out from others.  </li><li>HOOK AND LOOP STRAP – A quick hook and loop wide strap features an easy and fastening solution which secures the glove in place. With this closure support there is never a concern or risk for imbalanced wrist alignment. Additionally, this strap allows a bit more wrist movement, and keeps your wrists aligned while striking.  </li><li>BEST PROTECTION – These gloves comes with an attached thumb for safety to help prevent eye and thumb injuries and 2 inches of latex foam padding to protect your fists without compromising on comfort. Improve your progress as a boxer with shock protecting foam <br>padding.  </li><li>MADE IN INDIA</li></ul>",Fight Gear / Boxing,Fight Gear / MMA,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/2883348349.jpg,,,0.00,1 595.0,,20,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,,https://fluviumwear.com/#!/Fluvium-Amateur-Premium-Synthetic-Leather-Boxing-Gloves-10Oz-&-12Oz/p/436094889,436094889
Fluvium Amateur Premium Synthetic Leather Boxing Gloves | Be Fierce | 10Oz & 12Oz,"23383",,"<p><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""><u><strong>Details</strong></u></span></span></u></p><p>Introducing the <strong>Be Fierce Pink Amateur Boxing Gloves by Fluvium</strong>:  Unleash your inner warrior with these stylish and high-performance  gloves designed specifically for women. Whether you’re a seasoned boxer  or just starting out, these gloves are your perfect companion for  training, sparring, and competition.</p><p><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""><strong>Features</strong></span></span></u></p><p><u><span style=""color: rgb(31, 73, 125);""></span></u></p><ul><li>PERFECT DESIGN – Comes in new improved Anatomically curved design for the perfect grip and fit, ideal for sparring, heavy bag workouts, and mitt work. Anti-microbial treatment fights offensive odors and bacterial growth. These Gloves easily fit snug over your hand wraps close via the adjustable straps, ensuring that your gloves won’t shift and fall out of fitment during your training, match & competitions.  </li><li>PREMIUM MATERIAL – These Gloves are made with Premium Synthetic Leather along with superior construction for long-lasting durability and functionality. The double stitched seams provide extra sturdiness and reinforced resilience.  </li><li>MESH PALM – The palm of the glove is fitted with a full mesh ensures breathability and comfort that helps to keep the hand ventilated and cool. Our natural curve and grip bar design give comfortable grip to your fist. Breathable mesh hole allows your hand to ventilate sweat and keep dry. And unique cool pattern design adds cooler style and enables you to easily stand out from others.  </li><li>HOOK AND LOOP STRAP – A quick hook and loop wide strap features an easy and fastening solution which secures the glove in place. With this closure support there is never a concern or risk for imbalanced wrist alignment. Additionally, this strap allows a bit more wrist movement, and keeps your wrists aligned while striking.  </li><li>BEST PROTECTION – These gloves comes with an attached thumb for safety to help prevent eye and thumb injuries and 2 inches of latex foam padding to protect your fists without compromising on comfort. Improve your progress as a boxer with shock protecting foam <br>padding.  </li><li>MADE IN INDIA</li></ul>",Fight Gear / Boxing,Fight Gear / MMA,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/4161184265.png,,,0.00,1 595.0,,13,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,,https://fluviumwear.com/#!/Fluvium-Amateur-Premium-Synthetic-Leather-Boxing-Gloves-Be-Fierce-10Oz-&-12Oz/p/634740528,634740528
Fluvium Anti Fighter Fighter Club Hoodie,"00049",,"<p><strong><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Details</span></span></u></strong>
</p><p>""Anti Fighter Fighter Club""</p>We are not just fighters, but we are so much more than that.<br style=""background-color: initial;"">Just because we fight for a living or as a hobby doesn't mean we can be labelled a ""fighter.<br style=""background-color: initial;""><br style=""background-color: initial;"">Yes, we like to fight. Fighting gives us an adrenaline rush. Fighting makes us feel alive.<br style=""background-color: initial;""><br style=""background-color: initial;"">But we also have other interests. We are people who like to hang out, make jokes, laugh and live.<br style=""background-color: initial;""><br style=""background-color: initial;"">Whether you identify as a fighter, or don't consider yourself just a fighter, wear our limited run gear to show the world how you feel.<br style=""background-color: initial;""><br style=""background-color: initial;"">Being a ""fighter"" has multiple meanings to so many different people.  We're all unique, but our love of fighting is what we have in common.<br style=""background-color: initial;""><br style=""background-color: initial;"">Be a part of our Anti Fighter Fighter Club.<p><br></p>
<p><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Features</span></span></strong></u>
</p><ul>
	<li>An ergonomic design constructed for comfort & motion.</li>
	<li><span></span>100 % cotton bio washed thus minimizing color fading and providing a softer feel.</li>
	<li>Antimicrobial</li>
	<li>Fully sublimated printing that will never crack, peel or fade</li>
	<li><span style=""color: rgb(184, 204, 228);""><strong><span style=""color: rgb(192, 80, 77);"">MADE IN INDIA.</span></strong></span></li></ul>",Apparel,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1215111885.jpg,,,0.00,1 899.0,,,yes,default,0.00,yes,FREE_SHIPPING,0.00,0.00,,,,,Artist Athlete Collaboration: Captain Crazy Tee,"Fluvium has developed the Artist Athlete Collaboration (AAC) Series to showcase artists, both accomplished and unknown who inspire our generation & constantly push their creative boundaries through their art, be it music, picture or dance. The artists & athletes are made to meet & draw inspiration from each other to invent ideas & designs that embodies a part of themselves.",https://fluviumwear.com/#!/Fluvium-Anti-Fighter-Fighter-Club-Hoodie/p/162074706,162074706
Fluvium Anti Fighter Fighter Club Tee,"00048",,"<p><strong><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Details</span></span></u></strong>
</p><p>""Anti Fighter Fighter Club""</p>We are not just fighters, but we are so much more than that.<br style=""background-color: initial;"">Just because we fight for a living or as a hobby doesn't mean we can be labelled a ""fighter.<br style=""background-color: initial;""><br style=""background-color: initial;"">Yes, we like to fight. Fighting gives us an adrenaline rush. Fighting makes us feel alive.<br style=""background-color: initial;""><br style=""background-color: initial;"">But we also have other interests. We are people who like to hang out, make jokes, laugh and live.<br style=""background-color: initial;""><br style=""background-color: initial;"">Whether you identify as a fighter, or don't consider yourself just a fighter, wear our limited run gear to show the world how you feel.<br style=""background-color: initial;""><br style=""background-color: initial;"">Being a ""fighter"" has multiple meanings to so many different people.  We're all unique, but our love of fighting is what we have in common.<br style=""background-color: initial;""><br style=""background-color: initial;"">Be a part of our Anti Fighter Fighter Club.<br><p><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Features</span></span></strong></u>
</p><ul>
	<li>An ergonomic design constructed for comfort & motion.</li>
	<li><span></span>100 % cotton bio washed thus minimizing color fading and providing a softer feel.</li>
	<li>Antimicrobial</li>
	<li>Fully sublimated printing that will never crack, peel or fade</li>
	<li><span style=""color: rgb(184, 204, 228);""><strong><span style=""color: rgb(192, 80, 77);"">MADE IN INDIA.</span></strong></span></li></ul>",Apparel,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1215109317.jpg,,,0.00,899.0,,,yes,default,0.00,yes,FREE_SHIPPING,0.00,0.00,,,,,Artist Athlete Collaboration: Captain Crazy Tee,"Fluvium has developed the Artist Athlete Collaboration (AAC) Series to showcase artists, both accomplished and unknown who inspire our generation & constantly push their creative boundaries through their art, be it music, picture or dance. The artists & athletes are made to meet & draw inspiration from each other to invent ideas & designs that embodies a part of themselves.",https://fluviumwear.com/#!/Fluvium-Anti-Fighter-Fighter-Club-Tee/p/162082006,162082006
"Fluvium Armour Mouth Guard | Black, Blue, Green, Pink, Red, White, Neon Green, Neon Orange","23280",,"<p><u><strong>Details</strong></u></p><p><u></u><u></u>Protect your mouth from unexpected punches with the <em>Fluvium Armour Series Mouthguard</em>. The mouthguard features a shock-absorption inner layer surrounded by a rigid outer layer specifically designed for upper and lower jaw protection. The mouthguard offers a customized fit with a boil and bite design for just the right fit.</p><p><u><strong>Features</strong></u></p><ul><li>Made from high quality food grade material (with flavor fusion technology) this gel max mouth guard is used extensively in various sports like football, hockey, boxing etc to prevent dental injuries</li><li>Dual density technology is used to deliver essential protection and comfort.</li><li>The Exoskeletal Shock Frame is a heavy duty rubber frame that provides impact protection</li><li>Gel-Fit Liner custom molds to teeth for a tight, comfortable fit.</li><li>Made of durable construction with two-layers for unbeatable safety</li><li>Inner layer provides effective shock-absorption from unexpected strikes</li><li>Outer shield has been developed with contours to line up with the teeth</li><li>Rigid outer shield specifically engineered for upper and lower jaw protection</li><li>Offers a customizable fit via a boil and bite design</li><li>Molds to your mouth for a secure and comfortable fit</li><li>Includes plastic mouthguard case for secure storage</li><li>Includes jute pouch to house the mouth guard.</li><li>Manufacturer’s Warranty: 1 year from data of purchase</li></ul>",Fight Gear / Jiu Jitsu / No Gi,Fight Gear / Boxing,Fight Gear / Jiu Jitsu / Gi,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1955522369.jpg,,,0.00,295.0,,,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,Mouth Guard,,https://fluviumwear.com/#!/Fluvium-Armour-Mouth-Guard-Black-Blue-Green-Pink-Red-White-Neon-Green-Neon-Orange/p/289237409,289237409
"Fluvium Armour Mouth Guard | Black, White, Neon Green, Neon Orange","23324",,"<p><u><strong>Details</strong></u></p><p><u></u><u></u>Protect your mouth from unexpected punches with the <em>Fluvium Armour Series Mouthguard</em>. The mouthguard features a shock-absorption inner layer surrounded by a rigid outer layer specifically designed for upper and lower jaw protection. The mouthguard offers a customized fit with a boil and bite design for just the right fit.</p><p><u><strong>Features</strong></u></p><ul><li>Made from high quality food grade material (with flavor fusion technology) this gel max mouth guard is used extensively in various sports like football, hockey, boxing etc to prevent dental injuries</li><li>Dual density technology is used to deliver essential protection and comfort.</li><li>The Exoskeletal Shock Frame is a heavy duty rubber frame that provides impact protection</li><li>Gel-Fit Liner custom molds to teeth for a tight, comfortable fit.</li><li>Made of durable construction with two-layers for unbeatable safety</li><li>Inner layer provides effective shock-absorption from unexpected strikes</li><li>Outer shield has been developed with contours to line up with the teeth</li><li>Rigid outer shield specifically engineered for upper and lower jaw protection</li><li>Offers a customizable fit via a boil and bite design</li><li>Molds to your mouth for a secure and comfortable fit</li><li>Includes plastic mouthguard case for secure storage</li><li>Includes jute pouch to house the mouth guard.</li><li>Manufacturer’s Warranty: 1 year from data of purchase</li></ul>",Fight Gear / Jiu Jitsu / No Gi,Fight Gear / Boxing,Fight Gear / Jiu Jitsu / Gi,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/3160592326.jpg,,,0.00,499.0,,,no,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,Mouth Guard,,https://fluviumwear.com/#!/Fluvium-Armour-Mouth-Guard-Black-White-Neon-Green-Neon-Orange/p/481195782,481195782
Fluvium Armour Mouth Guard: Black,"0022",,"<p><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""><strong><span style=""font-size: 16px;"">Details</span></strong></span></span></u></p><p style=""text-align: justify;""><span style=""font-size: 16px;""><u></u><u></u>Protect your mouth from unexpected punches with the <strong><em>Fluvium Armour Series Mouthguard</em></strong>. The mouthguard features a shock-absorption inner layer surrounded by a rigid outer layer specifically designed for upper and lower jaw protection. The mouthguard offers a customized fit with a boil and bite design for just the right fit.</span></p><p style=""text-align: justify;""><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""><strong><span style=""font-size: 16px;"">Features</span></strong></span></span></u></p><ul><li><span style=""font-size: 16px;"">Made from high quality food grade material (with flavor fusion technology) this gel max mouth guard is used extensively in various sports like football, hockey, boxing etc to prevent dental injuries</span></li><li><span style=""font-size: 16px;"">Dual density technology is used to deliver essential protection and comfort.</span></li><li><span style=""font-size: 16px;"">The Exoskeletal Shock Frame is a heavy duty rubber frame that provides impact protection</span></li><li><span style=""font-size: 16px;"">Gel-Fit Liner custom molds to teeth for a tight, comfortable fit.</span></li><li><span style=""font-size: 16px;"">Made of durable construction with two-layers for unbeatable safety</span></li><li><span style=""font-size: 16px;"">Inner layer provides effective shock-absorption from unexpected strikes</span></li><li><span style=""font-size: 16px;"">Outer shield has been developed with contours to line up with the teeth</span></li><li><span style=""font-size: 16px;"">Rigid outer shield specifically engineered for upper and lower jaw protection</span></li><li><span style=""font-size: 16px;"">Offers a customizable fit via a boil and bite design</span></li><li><span style=""font-size: 16px;"">Molds to your mouth for a secure and comfortable fit</span></li><li><span style=""font-size: 16px;"">Includes plastic mouthguard case for secure storage</span></li><li><span style=""font-size: 16px;"">Includes jute pouch to house the mouth guard.</span></li><li><span style=""font-size: 16px;"">Manufacturer’s Warranty: 1 year from data of purchase</span></li></ul><p><span></span></p><p><span></span></p>",Fight Gear / Jiu Jitsu / Gi,Fight Gear / MMA,Fight Gear / Jiu Jitsu / No Gi,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1106826875.jpg,,,0.00,499.0,,,no,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,Protect your mouth from unexpected punches with the Fluvium Armour Series Mouthguard. The mouthguard features a shock-absorption inner layer surrounded by a rigid outer layer specifically designed for upper and lower jaw protection. The mouthguard offers a customized fit with a boil and bite design for just the right fit.,https://fluviumwear.com/#!/Fluvium-Armour-Mouth-Guard-Black/p/123079824,123079824
"Fluvium Athletic Finger Tape | Pack of Three | 0.25"" x 82'","57",,"<p><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;""><strong>Details</strong></span></span></u></p><ul><li><u><em><span style=""color: rgb(0, 0, 0);""><strong></strong></span></em></u>Premium Athletic Finger Tape Our athletic tape is perfect for preventing and rehabbing injuries to fingers and toes during, Weightlifting, Crossfit, Martial Arts (especially Wrestling, Brazilian Jiu Jitsu, Judo & MMA), Yoga, Running, Rock Climbing, Volleyball. The 1/2” thickness on our finger tape allows for taping of fingers, toes, and any other area you need added protection. Available in packs of 3! Each roll is 80 feet long, so you’ll get tons of protection without breaking the bank. </li></ul><p><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;""><strong>Features</strong></span></span></u></p><ul><li>STRONG ADHESIVE THAT LEAVES NO RESIDUE: Most athletic tape falls off when you need it, or leaves annoying glue on your fingers.</li><li>NO SCISSORS REQUIRED: We designed our finger tape with high tensile strength in any direction, while still being easy to tear by twisting as you pull. Each XL roll is 1/2"" thick and 80' long!<a href=""https://fluviumwear.com/shop#!/Fluvium-Pro-Leather-Boxing-Laced-Gloves-10Oz/p/143957639/category=0""><strong></strong></a><a href=""https://fluviumwear.com/shop#!/Fluvium-Flow-Series-Black/p/110665020/category=0""></a></li><li>PROTECT YOUR FINGERS, TOES, & MORE: Whether your playing sports or getting a session in at the gym, our tape will help support your joints to prevent tears, sprains, muscle pulls, and cuts.</li><li>SWEAT RESISTANT: Tested and refined by athletes, our protective tape will stay put even during an intense workout or martial arts sparring session (BJJ competitors love our tape).</li><li>VERSATILE 1/2"" THICKNESS! Traditional finger tapes can be too wide or too narrow. We built our tape with athletes in mind: 1/2"" thick allows for taping of fingers, wrists, and more.<span class=""redactor-invisible-space""><br></span></li><li><span style=""color: rgb(184, 204, 228);""><span style=""color: rgb(192, 80, 77);""><strong>""Clean India & Green India"" Helps you do your part in protecting the environment by not throwing away paper and plastic bags.</strong></span></span></li></ul>",Fight Gear / Jiu Jitsu / Gi,Athlete Wellness,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1650481722.jpg,,,0.00,499.0,,44,yes,default,0.00,yes,FREE_SHIPPING,0.00,0.00,,,,,,"Curtail Plastic, Save Environment: We have embarked on an ambitious mission to exclude any plastic in our packaging or storage. To that end we are introducing jute drawstring bags to house your BJJ Gi's/Boxing Gloves & MMA Gloves. By using or promoting the use of these jute bags, not only will you be supporting the environment, but also small scale artisans who depend on this for their livelihood.",https://fluviumwear.com/#!/Fluvium-Athletic-Finger-Tape-Pack-of-Three-0-25-x-82/p/202311145,202311145
